,name,artist,lyrics
0,Zindagi,sonu-nigam," Zindagi kya tera nasha
Koi mehka, koi behka
Tere ishq ka.. Zindagi uff teri adaa
Kahin tohfa, kahin jhonka
Tere ishq ka.. Tu din-raat bhar
Saanson mein yun doob kar
Chahatein de jaa rahi
Humko yahaan.. humko yahaan.. Zindagi kya tera nasha
Koi mehka, koi behka
Tere ishq ka.. Zindagi uff teri adaa
Kahin tohfa, kahin jhonka
Tere ishq ka.."
